first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,id,full_name
Christian,Kabasele,2,0,35,771,15,49.1,200.4,166,1,143,41.7,1,0,1,0.0,414,Christian Kabasele
Adlène,Guédioura,0,1,26,861,20,169.2,123.6,100,0,131,38.7,0,0,2,0.1,415,Adlène Guédioura
Etienne,Capoue,7,2,131,3204,60,696.8,577.6,513,14,544,178.7,7,0,5,22.9,416,Etienne Capoue
Almen,Abdi,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,417,Almen Abdi
Ben,Watson,0,0,1,54,2,1.3,5.6,0,0,6,0.6,0,1,0,0.6,418,Ben Watson
Ikechi,Anya,0,0,1,10,0,0.0,0.0,0,0,3,0.0,0,0,0,0.0,419,Ikechi Anya
Valon,Behrami,0,0,48,2030,39,101.9,208.2,24,0,258,33.6,5,0,7,0.2,420,Valon Behrami
Steven,Berghuis,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,421,Steven Berghuis
Nordin,Amrabat,0,3,65,2091,51,494.3,282.4,368,5,263,113.9,4,0,4,0.1,422,Nordin Amrabat
Mario,Suárez,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,423,Mario Suárez
Isaac,Success,1,1,28,519,9,96.7,146.2,225,0,87,46.8,1,0,2,0.0,424,Isaac Success
Troy,Deeney,10,4,130,2944,52,555.9,617.4,900,18,441,206.8,6,0,7,4.8,425,Troy Deeney
Odion,Ighalo,1,1,39,1291,29,173.8,93.6,440,2,84,70.0,2,0,1,2.4,426,Odion Ighalo
Mamadou Obbi,Oularé,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,427,Mamadou Obbi Oularé
Jerome,Sinclair,0,0,6,116,1,14.3,1.0,22,0,11,3.5,0,0,0,0.2,428,Jerome Sinclair
Boaz,Myhill,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.4,429,Boaz Myhill
Ben,Foster,0,0,113,3420,51,20.3,767.0,5,4,629,79.5,6,0,2,12.6,430,Ben Foster
Jonny,Evans,2,1,79,2637,39,117.5,626.6,259,7,478,100.6,4,0,8,4.1,431,Jonny Evans
Jonas,Olsson,0,0,8,590,13,1.1,96.4,21,0,60,12.0,1,0,3,0.5,432,Jonas Olsson
Craig,Dawson,4,0,102,3276,50,317.1,742.4,418,6,500,147.9,6,0,10,2.5,433,Craig Dawson
Sébastien,Pocognoli,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.2,434,Sébastien Pocognoli
Cristian,Gamboa,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.4,435,Cristian Gamboa
Gareth,McAuley,6,1,131,3140,45,74.3,913.8,367,14,576,135.4,7,0,5,24.7,436,Gareth McAuley
James,Chester,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,437,James Chester
Chris,Brunt,3,4,99,2477,37,674.5,509.4,340,11,462,153.1,4,0,5,2.3,438,Chris Brunt
Darren,Fletcher,2,3,103,3231,45,362.3,393.2,260,2,453,101.2,8,0,0,8.1,439,Darren Fletcher
Craig,Gardner,0,1,14,218,6,137.9,35.4,11,0,52,18.3,1,0,1,0.1,440,Craig Gardner
James,Morrison,5,2,84,1741,22,348.9,351.0,237,4,328,93.7,4,0,3,1.1,441,James Morrison
Claudio,Yacob,0,0,54,2418,36,108.5,346.0,33,0,366,49.0,4,0,9,0.2,442,Claudio Yacob
Callum,McManaman,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,443,Callum McManaman
James,McClean,1,3,52,1477,24,331.3,288.6,360,1,236,98.2,2,0,9,0.1,444,James McClean
Jonathan,Leko,0,1,12,118,3,29.9,27.4,20,0,38,7.6,0,0,0,0.5,445,Jonathan Leko
Matt,Phillips,4,9,115,2181,28,508.9,463.2,458,12,357,142.3,6,0,2,4.0,446,Matt Phillips
Rickie,Lambert,0,0,1,13,0,11.0,3.6,40,0,3,5.5,0,0,0,0.1,447,Rickie Lambert
Saido,Berahino,0,0,26,963,13,73.5,38.4,299,0,50,40.0,4,0,1,0.5,448,Saido Berahino
Salomón,Rondón,8,3,118,2892,44,430.3,435.4,1430,10,287,227.8,6,0,2,4.2,449,Salomón Rondón
Adrián,San Miguel del Castillo,0,0,64,1440,25,10.0,367.8,0,6,311,37.7,6,0,1,1.7,450,Adrián San Miguel del Castillo
Darren,Randolph,0,0,69,1980,39,0.0,484.8,0,5,370,48.7,4,0,1,1.3,451,Darren Randolph
James,Collins,2,0,69,1655,29,45.4,501.0,169,7,364,71.6,6,0,3,4.5,452,James Collins
Winston,Reid,2,3,102,2587,48,104.4,793.6,141,16,622,104.0,9,1,8,2.4,453,Winston Reid
Aaron,Cresswell,0,2,60,2115,35,284.7,307.6,121,1,334,71.2,5,1,2,0.3,454,Aaron Cresswell
Reece,Oxford,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.3,455,Reece Oxford
Angelo,Ogbonna,0,0,45,1755,31,82.4,384.4,51,2,322,51.6,4,0,2,0.7,456,Angelo Ogbonna
Sam,Byram,0,1,29,1249,27,118.2,202.2,72,2,198,39.4,3,1,5,0.3,457,Sam Byram
Mark,Noble,3,0,71,2389,40,384.8,342.0,233,5,389,95.9,8,0,10,1.2,458,Mark Noble
Cheikhou,Kouyaté,1,1,79,2723,46,147.4,458.8,200,3,438,80.5,9,0,3,0.7,459,Cheikhou Kouyaté
Pedro,Obiang,1,2,55,1763,32,131.3,311.4,52,6,331,49.4,4,0,7,0.3,460,Pedro Obiang
Dimitri,Payet,2,8,81,1513,28,1096.6,414.0,516,10,347,202.6,4,0,2,6.2,461,Dimitri Payet
Manuel,Lanzini,8,3,133,2708,53,863.3,639.0,629,20,635,213.5,9,0,9,2.0,462,Manuel Lanzini
Josh,Cullen,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,463,Josh Cullen
Michail,Antonio,9,8,132,2433,43,503.1,622.4,1105,8,410,222.7,7,1,4,5.3,464,Michail Antonio
Håvard,Nordtveit,0,1,31,957,20,63.3,155.4,43,0,160,26.1,3,0,2,0.1,465,Håvard Nordtveit
Sofiane,Feghouli,3,3,55,1042,23,320.2,268.0,262,4,220,84.9,1,1,1,0.7,466,Sofiane Feghouli
Gökhan,Töre,0,1,10,240,4,87.8,28.2,33,0,29,14.6,1,0,0,0.1,467,Gökhan Töre
Andy,Carroll,7,2,69,1312,27,220.8,351.8,620,6,256,119.2,3,0,3,2.0,468,Andy Carroll
Enner,Valencia,3,3,54,927,12,117.6,194.2,490,3,173,79.0,2,0,1,1.7,469,Enner Valencia
Diafra,Sakho,1,0,12,181,4,19.6,41.8,45,2,32,10.7,0,0,0,0.1,470,Diafra Sakho
Nick,Pope,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,2.5,471,Nick Pope
Paul,Robinson,0,0,5,270,7,0.0,66.2,0,0,45,6.6,0,0,0,2.3,472,Paul Robinson
Johann Berg,Gudmundsson,1,3,47,999,19,267.3,220.0,161,3,187,64.8,3,0,1,0.1,473,Johann Berg Gudmundsson
Ragnar,Klavan,0,0,43,1410,19,52.5,308.2,78,4,292,44.0,3,0,3,0.6,474,Ragnar Klavan
Marko,Grujic,0,0,4,43,0,17.4,8.8,39,0,10,6.1,0,0,1,0.2,475,Marko Grujic
Jason,Denayer,0,0,56,1878,30,55.1,319.2,62,2,320,43.7,6,0,2,0.1,476,Jason Denayer
Antonio,Barragán,0,0,71,2193,32,219.0,442.2,50,8,455,71.5,7,0,5,1.0,477,Antonio Barragán
Álvaro,Negredo,9,5,130,2872,45,454.9,542.4,1078,17,436,207.1,10,0,5,10.9,478,Álvaro Negredo
Juan,Zuñiga,1,1,38,823,15,86.4,139.8,79,2,173,30.1,1,0,1,1.1,479,Juan Zuñiga
Tommie,Hoban,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.2,480,Tommie Hoban
Brice,Dja Djédjé,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,481,Brice Dja Djédjé
Abdoulaye,Doucouré,1,0,38,1352,32,178.2,179.4,254,0,226,61.1,4,0,4,0.0,482,Abdoulaye Doucouré
Matej,Vydra,0,0,1,3,0,0.3,0.0,0,0,3,0.0,0,0,0,0.3,483,Matej Vydra
Rob,Holding,0,0,32,810,8,49.2,172.0,100,3,171,32.2,4,0,3,3.3,484,Rob Holding
Georginio,Wijnaldum,6,9,149,2974,37,694.5,648.4,639,14,650,198.5,11,0,2,1.7,485,Georginio Wijnaldum
Ramadan,Sobhi,0,2,36,855,11,137.3,104.6,149,1,151,38.5,5,0,2,0.5,486,Ramadan Sobhi
Ola,Aina,0,0,3,26,0,0.9,4.8,17,0,9,2.3,0,0,0,0.1,487,Ola Aina
Idrissa,Gueye,1,2,80,2681,31,434.1,555.8,237,9,540,122.9,9,0,11,0.4,488,Idrissa Gueye
Leroy,Sané,5,7,105,1781,15,505.1,397.2,632,8,343,153.7,9,0,4,7.5,489,Leroy Sané
Bradley,Guzan,0,0,36,900,17,0.0,228.4,0,3,197,22.9,3,0,0,0.7,490,Bradley Guzan
Gastón,Ramírez,2,3,59,1539,22,509.9,287.2,364,6,244,115.6,6,1,8,0.5,491,Gastón Ramírez
Jérémy,Pied,0,0,5,129,1,20.7,20.6,21,0,24,6.3,0,0,0,0.0,492,Jérémy Pied
Chuba,Akpom,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,493,Chuba Akpom
Sullay,Kaikai,0,0,1,24,0,1.8,0.0,4,0,1,0.5,0,0,0,0.0,494,Sullay Kaikai
Mason,Holgate,0,1,54,1372,18,152.2,286.8,83,5,303,52.3,5,0,2,7.1,495,Mason Holgate
Benjamin,Chilwell,1,0,19,699,18,48.4,137.0,88,0,136,27.2,1,0,2,0.2,496,Benjamin Chilwell
Bartosz,Kapustka,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,497,Bartosz Kapustka
Jose Angel,Esmoris Tasende,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,498,Jose Angel Esmoris Tasende
Papy,Djilobodji,0,0,24,1577,35,25.9,487.6,124,0,281,63.8,2,1,4,0.2,499,Papy Djilobodji
Fernando,Llorente,15,3,146,2442,51,489.6,639.8,1086,22,512,220.3,5,0,2,9.4,500,Fernando Llorente
Cameron,Carter-Vickers,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,501,Cameron Carter-Vickers
Daniel,Lafferty,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.3,502,Daniel Lafferty
Paul,Pogba,5,4,115,2608,21,953.5,713.0,839,14,512,250.0,13,0,7,7.3,503,Paul Pogba
Jack,Stephens,0,1,60,1471,24,58.2,350.4,58,10,341,46.6,6,0,1,5.2,504,Jack Stephens
Arthur,Masuaku,0,1,34,972,24,126.7,219.8,18,7,253,36.4,3,0,1,0.1,505,Arthur Masuaku
Donald,Love,0,1,21,611,11,73.6,157.6,17,1,133,24.9,1,0,1,4.2,506,Donald Love
Borja,Bastón,1,2,32,561,11,91.9,59.0,190,1,83,33.1,1,0,0,0.0,507,Borja Bastón
Olayinka Fredrick Oladotun,Ladapo,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,508,Olayinka Fredrick Oladotun Ladapo
Keshi,Anderson,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,509,Keshi Anderson
Kane,Wilson,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.4,510,Kane Wilson
Sam,Field,0,0,9,275,1,49.0,16.4,3,0,50,6.7,1,0,2,0.0,511,Sam Field
Tom,Davies,2,3,63,1544,17,246.1,259.0,208,0,248,70.9,8,0,4,2.3,512,Tom Davies
Harry,Winks,1,1,30,494,6,122.1,128.0,77,0,141,32.8,0,0,1,0.0,513,Harry Winks
Greg,Olley,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,514,Greg Olley
Josh,Clackstone,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,515,Josh Clackstone
Jarrod,Bowen,0,0,8,181,8,17.9,3.8,36,0,21,5.7,0,0,0,0.1,516,Jarrod Bowen
Dusan,Kuciak,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.2,517,Dusan Kuciak
Greg,Luer,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,518,Greg Luer
Josh,Tymon,0,0,9,323,8,20.5,40.2,2,0,57,6.4,1,0,1,0.3,519,Josh Tymon
Lynden,Gooch,0,0,12,366,9,66.4,36.4,54,0,43,15.4,1,0,3,0.2,520,Lynden Gooch
Joel,Asoro,0,0,1,10,0,0.0,0.0,2,0,3,0.2,0,0,0,0.0,521,Joel Asoro
Alex,Baptiste,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,522,Alex Baptiste
Trent,Alexander-Arnold,0,0,8,167,2,20.2,32.4,48,0,32,10.1,0,0,0,0.0,523,Trent Alexander-Arnold
Alexander,Manninger,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.3,524,Alexander Manninger
Steven,Defour,1,3,54,1068,13,386.4,249.2,96,6,245,73.3,5,0,1,0.2,525,Steven Defour
Jonathan,Calleri,1,0,23,540,4,115.0,56.2,265,0,47,43.2,3,0,0,0.1,526,Jonathan Calleri
Fabio Pereira,da Silva,0,0,58,1847,30,273.9,355.8,39,8,347,67.1,6,0,8,0.4,527,Fabio Pereira da Silva
Pablo,Maffeo,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,528,Pablo Maffeo
Luke,McGee,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,529,Luke McGee
Nathaniel,Chalobah,0,1,12,167,3,51.1,40.6,7,0,54,9.9,0,0,2,0.0,530,Nathaniel Chalobah
Aiden,O'Neill,0,0,3,85,4,5.1,7.6,8,0,16,2.1,0,0,0,0.0,531,Aiden O'Neill
Josh,Robson,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,532,Josh Robson
Steven,Pienaar,0,0,15,802,13,134.4,90.8,98,0,77,32.3,2,1,5,0.0,533,Steven Pienaar
Reece,Burke,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,534,Reece Burke
Ashley,Fletcher,0,0,16,367,13,64.2,30.6,160,0,33,24.4,0,0,2,0.2,535,Ashley Fletcher
Ryan,Fraser,3,9,100,1764,32,536.5,338.4,332,8,345,120.7,7,0,3,1.2,536,Ryan Fraser
Thomas,Robson,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,537,Thomas Robson
Javier,Manquillo,1,0,38,1430,28,98.7,242.2,66,0,210,40.8,2,0,2,0.0,538,Javier Manquillo
Roberto,Pereyra,2,3,43,1036,17,239.3,168.0,141,2,186,54.7,3,1,2,0.2,539,Roberto Pereyra
Daryl,Janmaat,2,1,50,1614,33,222.3,309.4,254,0,261,78.8,2,0,2,0.2,540,Daryl Janmaat
Claudio,Bravo,0,0,73,1968,26,0.0,292.2,0,3,366,28.9,6,0,0,1.2,541,Claudio Bravo
Edimilson,Fernandes,0,1,38,1002,18,109.9,107.8,209,0,148,42.3,3,0,4,0.0,542,Edimilson Fernandes
Hiram,Boateng,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,543,Hiram Boateng
Julien,Ngoy,0,0,5,49,1,12.1,7.4,46,0,16,6.5,0,0,0,0.1,544,Julien Ngoy
Ben,Hinchcliffe,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,545,Ben Hinchcliffe
Oliver,McBurnie,0,0,5,82,5,33.0,8.0,39,0,17,8.0,0,0,0,0.1,546,Oliver McBurnie
Maksymilian,Stryjek,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,547,Maksymilian Stryjek
Jack,Rose,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.2,548,Jack Rose
Lucas,Pérez,1,1,20,272,2,105.4,65.4,163,0,83,32.9,1,0,0,0.1,549,Lucas Pérez
Simone,Zaza,0,0,10,459,14,112.4,16.4,207,0,21,32.9,2,0,2,0.1,550,Simone Zaza
Sofiane,Boufal,1,1,40,1104,22,328.6,197.0,265,1,160,78.6,3,0,5,0.1,551,Sofiane Boufal
Stefano,Okaka,4,0,43,959,23,179.6,197.6,494,3,157,87.1,2,0,5,0.1,552,Stefano Okaka
Patrick,Bamford,1,0,21,326,8,26.9,51.0,139,2,59,21.5,0,0,1,0.1,553,Patrick Bamford
David,Marshall,0,0,32,1440,44,0.3,423.0,0,0,262,42.3,0,0,0,0.1,554,David Marshall
Shkodran,Mustafi,2,2,90,2274,30,159.7,598.2,364,8,513,112.4,8,0,11,1.4,555,Shkodran Mustafi
Adrian,Mariappa,0,0,15,562,13,12.7,162.6,26,3,121,20.1,1,0,0,0.4,556,Adrian Mariappa
Will,Keane,0,0,8,280,10,50.1,2.8,39,0,9,8.3,1,0,0,0.2,557,Will Keane
Alfie,Mawson,4,0,94,2430,45,62.0,678.0,302,9,541,104.2,7,0,1,1.9,558,Alfie Mawson
Didier,Ndong,1,1,67,2520,48,310.1,340.4,140,1,397,78.9,5,0,5,0.0,559,Didier Ndong
Jeff,Hendrick,2,1,76,2691,47,234.4,284.6,259,1,286,77.4,9,1,6,0.1,560,Jeff Hendrick
Marcos,Alonso,6,5,177,2693,19,420.4,618.2,536,11,675,157.6,15,0,2,16.0,561,Marcos Alonso
Bruno,Martins Indi,1,0,106,3146,50,34.4,682.6,266,9,634,98.6,11,0,4,0.7,562,Bruno Martins Indi
Adama,Traoré,0,1,52,1543,22,320.5,283.2,176,2,264,77.9,6,0,1,0.1,563,Adama Traoré
Pau,López Sabata,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,564,Pau López Sabata
Georges-Kévin,Nkoudou,0,0,8,54,0,7.7,17.0,26,0,25,5.2,0,0,0,0.0,565,Georges-Kévin Nkoudou
James,Weir,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,566,James Weir
Islam,Slimani,7,4,83,1281,23,268.4,338.2,516,9,271,111.3,5,0,1,0.6,567,Islam Slimani
Álvaro,Arbeloa,0,0,0,258,9,32.5,37.0,3,0,34,7.3,0,0,3,0.1,568,Álvaro Arbeloa
Dieumerci,Mbokani,0,2,27,764,16,107.3,52.4,235,0,43,39.6,3,0,0,0.0,569,Dieumerci Mbokani
David,Luiz Moreira Marinho,1,1,132,2954,26,158.1,651.0,280,10,675,109.1,15,0,6,5.0,570,David Luiz Moreira Marinho
Hal,Robson-Kanu,3,2,52,701,13,130.7,166.2,255,3,144,53.8,1,0,3,0.3,571,Hal Robson-Kanu
Moussa,Sissoko,0,3,43,909,5,274.2,133.0,212,0,162,61.0,4,0,3,0.1,572,Moussa Sissoko
Markus,Henriksen,0,0,20,638,13,62.9,52.4,60,0,75,17.4,0,0,1,0.0,573,Markus Henriksen
Lee,Grant,0,0,106,2520,34,0.0,644.0,0,9,546,64.7,9,0,1,6.5,574,Lee Grant
Victor,Anichebe,3,1,48,1219,21,195.3,210.4,505,5,166,90.4,3,0,2,2.2,575,Victor Anichebe
Mathieu,Flamini,0,0,12,274,6,13.7,33.0,13,0,47,5.9,0,0,0,0.1,576,Mathieu Flamini
Michael,Simões Domingues,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,577,Michael Simões Domingues
Aleix,García Serrano,0,0,4,77,2,19.1,14.0,0,0,25,3.4,0,0,0,0.0,578,Aleix García Serrano
Jonathan,Benteke,0,0,1,7,0,0.3,5.0,9,0,3,1.4,0,0,0,0.4,579,Jonathan Benteke
Ezekiel,Fryers,0,1,9,188,7,36.3,41.6,8,0,38,8.6,0,0,0,0.0,580,Ezekiel Fryers
Luke,Dreher,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,581,Luke Dreher
Oviemuno,Ejaria,0,0,2,8,0,1.3,0.0,2,0,6,0.3,0,0,0,0.0,582,Oviemuno Ejaria
Ben,Hamer,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,583,Ben Hamer
Lloyd,Isgrove,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,584,Lloyd Isgrove
Ben,Wynter,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,585,Ben Wynter
Jake,Hesketh,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,586,Jake Hesketh
George,Honeyman,0,0,7,235,4,42.7,34.2,29,0,30,10.6,1,0,1,0.0,587,George Honeyman
Jeff,Reine-Adelaide,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,588,Jeff Reine-Adelaide
Olufela,Olomola,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,589,Olufela Olomola
Dominic,Solanke,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,590,Dominic Solanke
Raphael,Spiegel,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.2,591,Raphael Spiegel
Sam,McQueen,0,1,23,616,9,58.4,123.6,25,0,132,20.8,1,0,0,0.1,592,Sam McQueen
Ainsley,Maitland-Niles,0,0,1,2,0,0.0,2.2,0,0,5,0.2,0,0,0,0.0,593,Ainsley Maitland-Niles
Kevin,Long,0,0,3,270,6,0.2,56.4,4,0,39,6.1,0,0,0,0.1,594,Kevin Long
Dominic,Calvert-Lewin,1,0,17,347,7,10.0,53.2,82,1,46,14.1,0,0,1,0.1,595,Dominic Calvert-Lewin
Mateusz,Hewelt,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,596,Mateusz Hewelt
Stuart,Taylor,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,597,Stuart Taylor
Daniel,James,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,598,Daniel James
Thibaud,Verlinden,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,599,Thibaud Verlinden
Ryan,Allsop,0,0,3,90,1,0.0,33.8,0,0,17,3.4,0,0,0,0.1,600,Ryan Allsop
Alex,Palmer,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,601,Alex Palmer
Matthew,James,0,0,1,1,0,0.0,0.0,0,0,3,0.0,0,0,0,0.0,602,Matthew James
Ben,Woodburn,0,0,5,86,1,12.6,7.4,34,0,14,5.4,0,0,0,0.0,603,Ben Woodburn
Joshua,Sims,0,1,12,211,1,38.2,41.8,83,0,48,16.3,1,0,0,0.3,604,Joshua Sims
Andrew,Eleftheriou,0,0,0,52,2,0.8,5.2,0,0,4,0.6,0,0,0,0.0,605,Andrew Eleftheriou
Michael,Phillips,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,606,Michael Phillips
Oluwatosin,Adarabioyo,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,607,Oluwatosin Adarabioyo
Alex,Pike,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,608,Alex Pike
Marcus,Browne,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,609,Marcus Browne
Domingos,Quina,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,610,Domingos Quina
Noor,Husin,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,611,Noor Husin
Aaron,Wan-Bissaka,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,612,Aaron Wan-Bissaka
Josh,Maja,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.1,613,Josh Maja
Rekeem,Harper,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,614,Rekeem Harper
Ethan,Robson,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,615,Ethan Robson
Jonjoe,Kenny,0,0,1,13,0,0.6,0.0,0,0,2,0.0,0,0,0,0.0,616,Jonjoe Kenny
Elliot,Embleton,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,617,Elliot Embleton
Declan,Rice,0,0,1,1,0,0.3,0.6,0,0,3,0.1,0,0,0,0.0,618,Declan Rice
Charlie,Rowan,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,619,Charlie Rowan
Michael,Folivi,0,0,1,10,0,0.1,0.0,0,0,2,0.0,0,0,0,0.0,620,Michael Folivi
Brandon,Mason,0,0,1,113,5,0.8,11.4,0,0,13,1.2,0,0,0,0.1,621,Brandon Mason
Carl,Stewart,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,622,Carl Stewart
Harry,Lewis,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,623,Harry Lewis
Michael,Ledger,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,624,Michael Ledger
Gabriel Fernando,de Jesus,7,4,67,651,5,165.9,335.8,436,12,258,92.9,3,0,2,14.7,625,Gabriel Fernando de Jesus
Joey,Barton,1,2,37,1105,16,147.4,184.8,86,0,205,41.9,4,0,4,0.1,626,Joey Barton
Ademola,Lookman,1,0,16,289,2,15.5,55.8,193,0,33,26.1,1,0,0,0.0,627,Ademola Lookman
Wilfred,Ndidi,2,3,59,1521,28,93.8,313.6,357,2,288,76.4,4,0,0,0.7,628,Wilfred Ndidi
Rudy,Gestede,1,0,21,533,12,148.4,79.4,254,0,80,48.1,1,0,3,0.1,629,Rudy Gestede
Evandro,Goebel,0,0,18,576,10,171.0,42.4,20,0,88,23.2,3,0,1,0.0,630,Evandro Goebel
Joel,Taylor,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,631,Joel Taylor
Luciano,Narsingh,0,3,25,416,8,105.7,74.4,60,0,75,23.9,1,0,0,0.0,632,Luciano Narsingh
Martin,Olsson,2,0,52,1252,18,149.5,262.0,114,3,234,52.6,4,0,2,0.8,633,Martin Olsson
Omar,Elabdellaoui,0,0,13,615,16,70.4,84.6,8,0,111,16.4,1,0,0,0.0,634,Omar Elabdellaoui
Joleon,Lescott,0,0,1,124,5,0.3,39.0,0,0,14,3.9,0,0,0,0.3,635,Joleon Lescott
Mauro,Zárate,0,1,8,204,3,52.8,18.8,71,0,27,14.3,0,0,0,0.0,636,Mauro Zárate
M'Baye,Niang,2,2,49,1246,27,186.3,190.0,364,6,183,73.4,3,0,2,0.4,637,M'Baye Niang
Andrea,Ranocchia,2,2,55,1330,31,39.0,444.4,158,9,299,64.2,3,0,2,1.3,638,Andrea Ranocchia
Giedrius,Arlauskis,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,639,Giedrius Arlauskis
Robbie,Brady,1,3,39,719,11,253.0,151.2,116,4,143,51.6,1,0,1,0.2,640,Robbie Brady
Ashley,Westwood,0,0,13,551,9,64.3,50.8,2,0,68,11.8,1,0,3,0.0,641,Ashley Westwood
Jordan,Ayew,1,4,39,867,7,122.5,141.0,219,2,122,47.9,5,0,1,0.6,642,Jordan Ayew
Manolo,Gabbiadini,4,1,38,724,12,85.0,165.6,432,4,124,67.8,3,0,1,6.5,643,Manolo Gabbiadini
Alfred,N'Diaye,1,0,34,1273,30,98.3,158.8,137,2,177,39.1,4,0,7,0.8,644,Alfred N'Diaye
Molla,Wagué,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0,0,0.0,645,Molla Wagué
